Nav State,Tensão Nominal (V),Capacidade (Ah),Energia das Baterias,Potência Flutuante (kW),Motores Ativos,Potência Total,Autonomia Barco
2855,74.98,211.61,15.866517800000002,6.105920490107625,1,6.105920490107625,2.6
2856,72.47,213.39,15.4643733,4.56670234340299,0,0.1,154.64
2857,73.25,197.55,14.4705375,3.393362125650122,1,3.393362125650122,4.26
2858,75.05,206.34,15.485816999999999,1.7363966423488788,0,0.1,154.86
2859,69.91,201.84,14.110634399999999,5.834054319962748,2,11.668108639925496,1.21
2860,76.43,200.56,15.328800800000002,12.566996553985918,2,25.133993107971836,0.61
2861,69.23,202.61,14.026690300000002,4.837979626336604,2,9.675959252673207,1.45
2862,70.56,198.32,13.9934592,0.44915439434790594,2,0.8983087886958119,15.58
2863,74.42,198.66,14.7842772,3.7661303319971235,2,7.532260663994247,1.96
2864,74.0,201.96,14.94504,12.226036794819398,2,24.452073589638797,0.61
2865,75.74,207.55,15.719837,6.550944176722476,2,13.101888353444952,1.2
2866,76.27,213.0,16.24551,9.253082043717596,2,18.50616408743519,0.88
2867,75.73,207.38,15.7048874,7.485763635438229,1,7.485763635438229,2.1
2868,75.59,213.45,16.1346855,0.38629268797063454,1,0.38629268797063454,41.77
2869,75.18,213.49,16.0501782,1.5662497952268066,2,3.1324995904536133,5.12
2870,76.16,214.88,16.365260799999998,5.870240505923475,0,0.1,163.65
2871,72.53,203.14,14.733744199999999,11.278926598544889,0,0.1,147.34
2872,71.62,206.72,14.805286400000002,0.20034533279749067,2,0.40069066559498134,36.95
2873,72.28,199.62,14.428533600000002,2.3310315468025067,2,4.662063093605013,3.09
2874,69.54,208.8,14.519952000000004,2.902066439983146,1,2.902066439983146,5.0
2875,72.56,206.54,14.986542400000001,12.932307018212677,1,12.932307018212677,1.16
2876,71.44,199.31,14.2387064,9.918862819231549,0,0.1,142.39
2877,76.25,196.53,14.9854125,2.137143417604102,1,2.137143417604102,7.01
2878,70.33,194.76,13.6974708,9.240729025238819,1,9.240729025238819,1.48
2879,75.66,214.94,16.2623604,4.812564436499145,2,9.62512887299829,1.69
2880,72.34,206.78,14.958465200000001,7.2445187668381035,1,7.2445187668381035,2.06
2881,74.12,212.14,15.7238168,5.606919454167906,1,5.606919454167906,2.8
2882,73.28,206.93,15.1638304,9.194988178279862,0,0.1,151.64
2883,76.43,200.93,15.357079900000002,1.545856605397068,2,3.091713210794136,4.97
2884,71.57,200.9,14.378412999999998,9.566796319763325,2,19.13359263952665,0.75
2885,75.47,209.04,15.7762488,12.832226391570897,1,12.832226391570897,1.23
2886,72.23,214.2,15.471665999999999,5.139673548580781,0,0.1,154.72
2887,70.96,206.41,14.646853599999998,4.929135684600247,0,0.1,146.47
2888,72.46,204.33,14.8057518,5.995979738148974,2,11.991959476297948,1.23
2889,71.38,209.52,14.9555376,4.644074645156585,1,4.644074645156585,3.22
2890,76.26,196.6,14.992716,5.867675529377998,1,5.867675529377998,2.56
2891,72.91,208.31,15.1878821,9.377493903377701,1,9.377493903377701,1.62
2892,74.56,201.87,15.051427200000001,8.002340406350267,2,16.004680812700535,0.94
2893,74.96,211.18,15.830052799999999,7.902401582362368,1,7.902401582362368,2.0
2894,70.53,206.64,14.5743192,9.355535806754288,1,9.355535806754288,1.56
2895,69.3,200.54,13.897421999999999,10.938069403060641,0,0.1,138.97
2896,70.98,212.43,15.078281400000002,4.4606152839776305,1,4.4606152839776305,3.38
2897,74.85,202.28,15.140658,7.049506319680721,2,14.099012639361442,1.07
2898,69.7,201.88,14.071036,3.6880304180747148,0,0.1,140.71
2899,73.67,205.28,15.1229776,3.215363837919588,1,3.215363837919588,4.7
2900,71.57,212.77,15.2279489,1.1834732002784745,2,2.366946400556949,6.43
2901,73.3,208.49,15.282317,4.673378966208336,2,9.346757932416672,1.64
2902,71.14,211.78,15.066029200000001,1.4215760947146419,1,1.4215760947146419,10.6
2903,76.4,201.06,15.360984000000002,8.561362881097464,0,0.1,153.61
2904,72.8,211.8,15.41904,12.993519185977576,1,12.993519185977576,1.19
2905,70.39,210.53,14.8192067,10.497885628573743,2,20.995771257147485,0.71
2906,75.17,198.76,14.9407892,11.204852970923527,0,0.1,149.41
2907,69.99,204.64,14.322753599999999,9.67143119426147,1,9.67143119426147,1.48
2908,75.24,196.85,14.810993999999999,9.004678994246758,1,9.004678994246758,1.64
2909,70.32,198.7,13.972583999999998,0.8115188473779875,1,0.8115188473779875,17.22
2910,69.27,197.09,13.652424299999998,9.474746677290183,0,0.1,136.52
2911,70.09,204.1,14.305369,4.667667207306317,2,9.335334414612634,1.53
2912,73.76,214.96,15.855449600000002,10.305540957697866,2,20.611081915395733,0.77
2913,73.33,209.35,15.351635499999999,3.348455290214541,1,3.348455290214541,4.58
2914,73.35,203.84,14.951664,4.324024684220284,2,8.648049368440567,1.73
2915,75.06,197.08,14.792824800000002,8.655211927169187,0,0.1,147.93
2916,74.25,206.97,15.3675225,3.620931048968739,2,7.241862097937478,2.12
2917,73.23,198.79,14.5573917,1.1559744734935857,2,2.3119489469871715,6.3
2918,69.43,211.2,14.663616,8.471159695875613,0,0.1,146.64
2919,71.38,200.86,14.3373868,5.182736773442415,1,5.182736773442415,2.77
2920,75.75,202.32,15.32574,8.536013427501604,2,17.07202685500321,0.9
2921,69.27,212.69,14.7330363,1.4895030568038363,0,0.1,147.33
2922,73.95,207.9,15.374205000000002,3.469378552733576,0,0.1,153.74
2923,74.53,204.19,15.2182807,12.519273437447666,2,25.03854687489533,0.61
2924,70.09,197.4,13.835766000000001,10.80899667831333,2,21.61799335662666,0.64
2925,73.36,202.0,14.818719999999999,2.9931133094997886,1,2.9931133094997886,4.95
2926,73.88,202.81,14.983602799999998,5.289728508188375,2,10.57945701637675,1.42
2927,73.08,210.98,15.418418399999998,10.601085378187172,0,0.1,154.18
2928,69.2,197.55,13.67046,3.8761400137299087,0,0.1,136.7
2929,70.69,208.25,14.721192499999999,12.747151431253517,0,0.1,147.21
2930,72.87,213.47,15.5555589,7.683490130844956,2,15.366980261689912,1.01
2931,72.53,210.98,15.3023794,10.425822026410408,0,0.1,153.02
2932,76.2,213.26,16.250412,7.155539639399423,1,7.155539639399423,2.27
2933,70.73,208.68,14.7599364,7.410108256006327,2,14.820216512012655,1.0
2934,75.94,215.06,16.3316564,7.778630166394904,2,15.557260332789808,1.05
2935,70.39,208.06,14.6453434,11.232760618814245,2,22.46552123762849,0.65
2936,69.98,202.84,14.194743200000001,4.0802622400341555,2,8.160524480068311,1.74
2937,73.84,207.34,15.309985600000001,10.981392961074112,1,10.981392961074112,1.39
2938,75.01,206.88,15.518068800000002,4.488798229934455,2,8.97759645986891,1.73
2939,71.5,207.23,14.816945,7.235970090799947,2,14.471940181599894,1.02
2940,72.93,206.66,15.071713800000001,12.019141029175168,0,0.1,150.72
2941,70.13,199.21,13.9705973,9.725399589729369,2,19.450799179458738,0.72
2942,74.3,213.25,15.844475,10.877162883045472,1,10.877162883045472,1.46
2943,72.79,205.02,14.923405800000003,10.968688827756884,1,10.968688827756884,1.36
2944,75.08,209.16,15.7037328,6.620200757891803,2,13.240401515783606,1.19
2945,72.84,202.48,14.7486432,4.921399988610034,2,9.842799977220068,1.5
2946,75.55,214.15,16.179032499999998,3.862653709767238,0,0.1,161.79
2947,72.11,214.33,15.4553363,11.255793866339857,0,0.1,154.55
2948,74.01,211.64,15.6634764,11.23942463017846,0,0.1,156.63
2949,73.24,203.61,14.9123964,11.919817386748274,2,23.83963477349655,0.63
2950,74.2,200.64,14.887488,3.718274364251087,1,3.718274364251087,4.0
2951,69.69,200.0,13.938,9.563485651331199,2,19.126971302662398,0.73
2952,72.53,197.02,14.289860600000003,0.9161067552285747,2,1.8322135104571493,7.8
2953,72.58,195.57,14.194470599999999,8.540426352278788,1,8.540426352278788,1.66
2954,76.07,202.72,15.420910399999999,8.59811809453568,0,0.1,154.21
2955,73.52,206.06,15.1495312,0.9633728526871214,0,0.1,151.5
2956,72.31,196.78,14.2291618,10.37920276467333,0,0.1,142.29
2957,76.38,195.14,14.904793199999999,10.51545902204124,1,10.51545902204124,1.42
2958,74.59,208.11,15.522924900000001,3.506214626087769,0,0.1,155.23
2959,74.95,196.67,14.740416499999998,11.907668696952534,2,23.815337393905068,0.62
2960,73.02,202.7,14.801153999999999,11.195427531829417,1,11.195427531829417,1.32
2961,74.04,201.75,14.937570000000001,4.652457597167832,2,9.304915194335663,1.61
2962,74.82,201.76,15.095683199999998,10.745725666372499,1,10.745725666372499,1.4
2963,72.23,208.57,15.0650111,1.1507343562789543,1,1.1507343562789543,13.09
2964,74.22,208.79,15.4963938,10.995955329497287,1,10.995955329497287,1.41
2965,71.53,200.03,14.3081459,10.697005864971263,1,10.697005864971263,1.34
2966,71.3,214.11,15.266043,8.930490836966927,2,17.860981673933853,0.85
2967,69.87,206.83,14.451212100000003,8.841508873147912,1,8.841508873147912,1.63
2968,74.27,202.16,15.0144232,2.594335023423115,1,2.594335023423115,5.79
2969,71.25,206.45,14.7095625,5.937113834024212,1,5.937113834024212,2.48
2970,75.89,215.04,16.3193856,10.160249863829995,2,20.32049972765999,0.8
2971,75.98,212.48,16.1442304,11.597831805606305,2,23.19566361121261,0.7
2972,73.11,203.72,14.893969199999999,1.0556341753099185,2,2.111268350619837,7.05
2973,72.98,202.91,14.808371800000002,10.147133222846161,0,0.1,148.08
2974,74.52,197.64,14.728132799999997,2.8401585206069377,0,0.1,147.28
2975,71.48,202.85,14.499718000000001,11.366891040646433,1,11.366891040646433,1.28
2976,76.12,201.7,15.353404000000001,12.784641369837336,0,0.1,153.53
2977,69.5,214.02,14.874390000000002,3.3847539131717577,1,3.3847539131717577,4.39
2978,72.18,201.24,14.525503200000003,10.28090643491554,0,0.1,145.26
2979,76.23,200.4,15.276492000000003,12.890919221368062,0,0.1,152.76
2980,71.13,209.39,14.8939107,11.560142931133155,1,11.560142931133155,1.29
2981,72.85,198.0,14.424299999999999,2.8281206154933125,0,0.1,144.24
2982,73.79,205.72,15.1800788,4.165322209910595,2,8.33064441982119,1.82
2983,75.93,195.66,14.856463800000002,2.597540476710126,1,2.597540476710126,5.72
2984,72.08,200.7,14.466455999999999,1.119016948567589,0,0.1,144.66
2985,71.85,203.81,14.6437485,11.496237971592203,1,11.496237971592203,1.27
2986,71.87,211.2,15.178944,0.3642847388426087,0,0.1,151.79
2987,75.41,199.16,15.018655599999999,11.458682812016963,2,22.917365624033927,0.66
2988,75.43,195.71,14.762405300000003,2.0416067617668747,0,0.1,147.62
2989,69.75,200.8,14.0058,2.1716383513132502,2,4.3432767026265005,3.22
2990,72.96,207.55,15.142848,11.433211438237644,0,0.1,151.43
2991,73.14,210.83,15.4201062,2.2778703068070083,2,4.555740613614017,3.38
2992,69.97,201.33,14.0870601,4.318280746052717,0,0.1,140.87
2993,74.55,207.66,15.481053,12.166447569126166,1,12.166447569126166,1.27
2994,71.02,213.34,15.151406799999998,5.9148671817699014,1,5.9148671817699014,2.56
2995,72.39,215.18,15.576880200000002,10.49333965804559,2,20.98667931609118,0.74
2996,70.05,206.65,14.475832500000001,8.366514977030754,2,16.733029954061507,0.87
2997,72.38,214.57,15.530576599999998,0.35894687359169264,0,0.1,155.31
2998,73.73,212.89,15.6963797,4.853836784482274,2,9.707673568964548,1.62
2999,69.28,202.08,14.000102400000001,8.369645055789944,2,16.739290111579887,0.84
3000,74.54,201.38,15.0108652,2.779547610404434,1,2.779547610404434,5.4
3001,74.4,195.38,14.536272,1.465613176965265,2,2.93122635393053,4.96
3002,70.41,200.03,14.0841123,12.27172739173825,2,24.5434547834765,0.57
3003,72.8,209.73,15.268343999999999,6.166225569050911,2,12.332451138101822,1.24
3004,73.56,200.76,14.7679056,3.8036516333667647,1,3.8036516333667647,3.88
3005,70.91,210.47,14.924427699999999,4.5193790383977515,2,9.038758076795503,1.65
3006,71.45,202.02,14.434329000000002,8.370398549467305,1,8.370398549467305,1.72
3007,73.29,204.05,14.954824500000003,5.702886139806976,1,5.702886139806976,2.62
3008,73.04,206.06,15.050622400000002,12.234280159074478,1,12.234280159074478,1.23
3009,71.24,197.65,14.080585999999998,1.495139758498151,2,2.990279516996302,4.71
3010,72.17,201.63,14.5516371,8.063309076228954,2,16.126618152457908,0.9
3011,74.18,205.67,15.2566006,7.691884733049404,1,7.691884733049404,1.98
3012,73.41,202.38,14.856715799999998,7.690232897311349,2,15.380465794622697,0.97
3013,75.78,201.89,15.2992242,9.280587390179038,1,9.280587390179038,1.65
3014,72.59,213.87,15.524823300000001,5.129305557816181,2,10.258611115632362,1.51
3015,70.86,204.46,14.488035600000002,7.220298259474417,1,7.220298259474417,2.01
3016,71.0,198.17,14.07007,3.4238031572311245,2,6.847606314462249,2.05
3017,71.46,211.32,15.100927199999997,9.639305088045479,2,19.278610176090957,0.78
3018,74.54,212.42,15.8337868,0.3666224813770792,0,0.1,158.34
3019,73.35,210.08,15.409368,2.023304608165393,2,4.046609216330786,3.81
3020,74.47,211.74,15.7682778,6.435686405870317,2,12.871372811740635,1.23
3021,74.23,201.99,14.993717700000001,8.687313321266792,1,8.687313321266792,1.73
3022,72.62,195.65,14.208103000000001,0.9870845337487165,1,0.9870845337487165,14.39
3023,71.94,208.42,14.993734799999999,3.695476235337829,2,7.390952470675658,2.03
3024,69.75,203.26,14.177385000000001,6.115251962748326,1,6.115251962748326,2.32
3025,72.58,204.99,14.8781742,1.0381501540148705,2,2.076300308029741,7.17
3026,70.08,210.33,14.7399264,10.831889174054986,1,10.831889174054986,1.36
3027,71.92,210.77,15.1585784,0.16979626349267418,0,0.1,151.59
3028,76.18,213.05,16.230149000000004,7.936784444826723,2,15.873568889653447,1.02
3029,73.19,197.0,14.41843,4.707454885436475,0,0.1,144.18
3030,70.1,211.12,14.799511999999998,11.609607203191432,1,11.609607203191432,1.27
3031,70.75,213.04,15.07258,6.085038685974267,1,6.085038685974267,2.48
3032,74.46,213.01,15.860724599999998,9.506138514553182,1,9.506138514553182,1.67
3033,73.23,205.56,15.0531588,10.315556868124022,0,0.1,150.53
3034,71.31,200.43,14.292663300000001,0.012186508985206457,1,0.012186508985206457,1172.83
3035,70.17,204.83,14.372921100000001,12.25482912282717,1,12.25482912282717,1.17
3036,71.09,212.12,15.079610800000001,0.892749298292785,1,0.892749298292785,16.89
3037,69.19,208.52,14.427498799999999,5.959352337959425,2,11.91870467591885,1.21
3038,72.19,205.44,14.8307136,12.715273901031072,2,25.430547802062144,0.58
3039,71.48,198.8,14.210224000000002,10.498151318310827,0,0.1,142.1
3040,75.62,206.82,15.6397284,7.4225935922594175,0,0.1,156.4
3041,76.17,213.45,16.2584865,7.279611257235487,0,0.1,162.58
3042,71.86,206.27,14.8225622,6.833789077762092,2,13.667578155524184,1.08
3043,73.86,194.79,14.387189399999999,4.280998309999017,2,8.561996619998034,1.68
3044,74.15,212.15,15.730922500000002,2.6738623252588694,2,5.347724650517739,2.94
3045,72.14,205.4,14.817556,10.373718004814704,0,0.1,148.18
3046,70.74,205.74,14.5540476,4.833711551935095,0,0.1,145.54
3047,70.03,201.88,14.1376564,11.595129183435848,1,11.595129183435848,1.22
3048,75.87,215.03,16.3143261,10.925864349277363,1,10.925864349277363,1.49
3049,75.48,202.25,15.26583,12.337698954117043,2,24.675397908234086,0.62
3050,70.27,214.55,15.0764285,2.907996412972604,0,0.1,150.76
3051,71.21,207.16,14.751863599999998,1.9433675908314672,0,0.1,147.52
3052,76.42,200.13,15.2939346,0.8863215974403311,2,1.7726431948806622,8.63
3053,74.7,199.92,14.934023999999999,7.489917830699649,1,7.489917830699649,1.99
3054,72.61,197.02,14.3056222,3.180144223351213,1,3.180144223351213,4.5
3055,76.25,213.44,16.2748,12.71720139224546,1,12.71720139224546,1.28
3056,74.13,194.97,14.453126099999999,8.278236370757211,2,16.556472741514423,0.87
3057,73.59,211.54,15.5672286,10.273184073304396,1,10.273184073304396,1.52
3058,73.93,211.35,15.625105500000002,1.8170226968148122,0,0.1,156.25
3059,70.3,213.06,14.978118,3.470882677446004,1,3.470882677446004,4.32
3060,74.03,207.25,15.342717500000001,2.561683963774514,0,0.1,153.43
3061,70.49,209.59,14.7739991,5.506738032138843,0,0.1,147.74
3062,76.2,201.41,15.347442000000001,5.0203519883479455,1,5.0203519883479455,3.06
3063,74.36,198.02,14.7247672,10.054249183255342,1,10.054249183255342,1.46
3064,70.89,210.34,14.9110026,7.555983793465743,2,15.111967586931486,0.99
3065,75.96,198.21,15.0560316,9.063302183735743,2,18.126604367471487,0.83
3066,72.86,212.07,15.4514202,12.945846727671869,2,25.891693455343738,0.6
3067,75.16,214.7,16.136851999999998,1.753407411774352,0,0.1,161.37
3068,76.14,207.58,15.805141200000001,9.803532363568653,0,0.1,158.05
3069,70.63,201.98,14.265847399999998,7.195278313732161,1,7.195278313732161,1.98
3070,72.0,201.36,14.497920000000002,7.376898461779687,1,7.376898461779687,1.97
3071,69.25,208.87,14.464247499999999,0.6843512906691951,0,0.1,144.64
3072,71.57,211.41,15.130613699999998,5.882613969238927,2,11.765227938477855,1.29
3073,71.4,215.17,15.363138000000001,11.463442635872392,2,22.926885271744784,0.67
3074,71.88,208.41,14.980510799999998,2.356375042342877,1,2.356375042342877,6.36
3075,74.19,196.91,14.608752899999999,5.679819897895795,1,5.679819897895795,2.57
3076,71.2,197.1,14.033520000000001,4.578038870365485,0,0.1,140.34
3077,75.38,214.62,16.1780556,7.732921337882374,0,0.1,161.78
3078,73.87,198.47,14.6609789,4.169612955476267,1,4.169612955476267,3.52
3079,73.03,214.75,15.6831925,1.0794643620476347,0,0.1,156.83
3080,73.15,197.34,14.435421000000002,11.003364907915179,0,0.1,144.35
3081,69.6,196.49,13.675704,6.846493892829539,1,6.846493892829539,2.0
3082,71.04,196.32,13.9465728,11.720165992915861,0,0.1,139.47
3083,74.52,200.26,14.923375199999999,2.597471971518166,1,2.597471971518166,5.75
3084,75.76,200.18,15.165636800000001,0.6053188282976323,2,1.2106376565952646,12.53
3085,70.43,213.14,15.0114502,3.5120113652213765,1,3.5120113652213765,4.27
3086,73.19,212.4,15.545556000000001,0.4825080909412286,2,0.9650161818824572,16.11
3087,71.59,196.45,14.063855499999999,10.022730489682328,1,10.022730489682328,1.4
3088,69.49,202.12,14.045318799999999,11.460399229973913,2,22.920798459947825,0.61
3089,75.44,206.37,15.568552799999999,2.767378438524765,0,0.1,155.69
3090,71.68,205.38,14.721638400000002,4.160987192936641,1,4.160987192936641,3.54
3091,73.7,209.22,15.419514000000001,11.130795222243277,1,11.130795222243277,1.39
3092,74.98,198.67,14.896276599999998,0.3768035273581857,0,0.1,148.96
3093,74.72,202.39,15.122580799999998,1.9122413700675631,1,1.9122413700675631,7.91
3094,74.09,206.77,15.319589300000002,10.749872145977031,2,21.499744291954062,0.71
3095,74.75,205.33,15.348417500000002,2.1498345550163913,2,4.299669110032783,3.57
3096,72.45,211.85,15.3485325,4.259920401654377,1,4.259920401654377,3.6
3097,70.41,197.25,13.8883725,11.77923207882033,1,11.77923207882033,1.18
3098,75.56,206.44,15.598606400000001,0.5795965255120857,1,0.5795965255120857,26.91
3099,70.93,203.09,14.4051737,5.707564550622402,0,0.1,144.05
3100,74.68,205.21,15.325082800000002,0.4063403000849991,2,0.8126806001699982,18.86
3101,75.87,202.41,15.3568467,3.5566955287638677,1,3.5566955287638677,4.32
3102,69.22,195.2,13.511743999999998,0.34746465902468127,0,0.1,135.12
3103,72.83,211.34,15.391892200000001,11.088659098080358,2,22.177318196160716,0.69
3104,71.52,199.12,14.241062399999999,7.374506665231134,2,14.749013330462269,0.97
3105,74.64,195.88,14.6204832,9.596391644933679,0,0.1,146.2
3106,71.9,200.55,14.419545000000001,12.446651971448471,2,24.893303942896942,0.58
3107,73.53,201.96,14.8501188,0.0973254750270508,1,0.0973254750270508,152.58
3108,71.58,200.46,14.348926800000001,2.0529711269956166,1,2.0529711269956166,6.99
3109,75.25,207.0,15.57675,6.559555154298936,2,13.119110308597872,1.19
3110,74.51,209.37,15.600158700000001,1.7225081026911964,1,1.7225081026911964,9.06
3111,69.34,205.56,14.2535304,8.212041677619936,0,0.1,142.54
3112,72.15,212.63,15.341254500000002,10.707507855640689,0,0.1,153.41
3113,70.02,206.01,14.424820199999997,8.71096446601363,2,17.42192893202726,0.83
3114,75.2,203.41,15.296432000000001,10.355903910930818,1,10.355903910930818,1.48
3115,73.3,198.69,14.563977,12.737799296624313,0,0.1,145.64
3116,73.86,202.89,14.9854554,7.196381888964585,2,14.39276377792917,1.04
3117,72.04,209.32,15.0794128,3.235259023860566,2,6.470518047721132,2.33
3118,75.15,198.2,14.89473,5.953364102348284,1,5.953364102348284,2.5
3119,73.4,198.6,14.577240000000002,7.894647563876522,1,7.894647563876522,1.85
3120,72.58,196.05,14.229309,3.1409683402833313,0,0.1,142.29
3121,72.76,212.12,15.433851200000001,5.759944789153278,2,11.519889578306556,1.34
3122,75.86,212.44,16.1156984,0.11185148468819206,0,0.1,161.16
3123,71.78,207.31,14.8807118,12.549248093850242,2,25.098496187700484,0.59
3124,69.97,210.89,14.755973299999999,6.904386761349807,1,6.904386761349807,2.14
3125,70.6,211.02,14.898012,12.036077338491214,2,24.07215467698243,0.62
3126,76.12,209.66,15.9593192,5.681826872342025,0,0.1,159.59
3127,70.59,211.02,14.8959018,10.156707813486554,2,20.313415626973107,0.73
3128,75.2,206.48,15.527296,4.332280045076729,0,0.1,155.27
3129,70.71,209.71,14.828594099999998,6.665255506213802,0,0.1,148.29
3130,70.87,205.97,14.5970939,1.542172306376435,0,0.1,145.97
3131,72.79,202.06,14.7079474,3.5754563960947645,2,7.150912792189529,2.06
3132,71.23,195.84,13.9496832,6.853557383787534,1,6.853557383787534,2.04
3133,72.38,213.0,15.416939999999999,11.813202817249424,2,23.62640563449885,0.65
3134,72.12,195.4,14.092248000000001,9.35394206673208,0,0.1,140.92
3135,72.88,205.66,14.988500799999999,9.473675302064548,1,9.473675302064548,1.58
3136,75.57,195.68,14.7875376,7.782942626595671,2,15.565885253191341,0.95
3137,73.05,200.9,14.675745,10.974618483916007,2,21.949236967832014,0.67
3138,69.9,201.12,14.058288000000003,1.8503268584329076,2,3.700653716865815,3.8
3139,73.26,212.89,15.5963214,3.87829984813832,0,0.1,155.96
3140,69.91,199.26,13.9302666,8.18998402486129,1,8.18998402486129,1.7
3141,74.3,213.77,15.883111000000001,1.3193262004243467,1,1.3193262004243467,12.04
3142,71.07,205.58,14.610570599999999,8.72837585575911,2,17.45675171151822,0.84
3143,69.71,204.71,14.2703341,5.523092594023685,2,11.04618518804737,1.29
3144,72.77,214.12,15.5815124,8.714979478164059,2,17.429958956328118,0.89
3145,73.11,203.42,14.872036199999998,1.4041496400529963,1,1.4041496400529963,10.59
3146,75.28,209.23,15.7508344,11.740800013815967,1,11.740800013815967,1.34
3147,72.99,205.84,15.024261599999999,3.2550529710271805,2,6.510105942054361,2.31
3148,73.13,211.47,15.464801099999999,8.982747109207729,2,17.965494218415458,0.86
3149,75.02,201.12,15.0880224,12.635158819029737,0,0.1,150.88
3150,70.61,211.72,14.9495492,9.848924769881387,2,19.697849539762775,0.76
3151,69.64,202.89,14.1292596,1.2132249872718166,1,1.2132249872718166,11.65
3152,76.25,203.39,15.5084875,12.774728431539655,0,0.1,155.08
3153,70.99,202.88,14.4024512,3.675675759909995,2,7.35135151981999,1.96
3154,74.71,212.97,15.910988699999997,4.822532190222179,1,4.822532190222179,3.3
3155,71.1,199.07,14.153876999999998,12.586497187396937,2,25.172994374793873,0.56
3156,70.04,211.32,14.800852800000001,11.615104209067608,2,23.230208418135216,0.64
3157,71.13,212.82,15.137886599999998,9.825815627825616,1,9.825815627825616,1.54
3158,73.84,195.45,14.432028,4.364820109106886,2,8.729640218213772,1.65
3159,74.86,204.35,15.297641,7.980971183284472,2,15.961942366568945,0.96
3160,71.33,207.08,14.7710164,9.522434999652472,1,9.522434999652472,1.55
3161,72.52,206.41,14.9688532,1.648652627631794,1,1.648652627631794,9.08
3162,75.31,204.63,15.4106853,6.142305460004851,2,12.284610920009701,1.25
3163,73.02,197.55,14.425101,2.5721909690269573,0,0.1,144.25
3164,74.52,204.65,15.250518,9.143010980438525,1,9.143010980438525,1.67
3165,73.85,199.27,14.7160895,8.441039636014583,2,16.882079272029166,0.87
3166,74.28,208.65,15.498522000000001,1.6500929903899557,1,1.6500929903899557,9.39
3167,72.44,208.26,15.086354399999998,1.7743501467975986,0,0.1,150.86
3168,71.23,209.93,14.953313900000001,5.286631989011605,0,0.1,149.53
3169,75.13,198.64,14.9238232,1.4075083943031912,0,0.1,149.24
3170,71.59,199.73,14.2986707,5.523413464941203,2,11.046826929882407,1.29
3171,73.13,214.86,15.7127118,4.278259637719246,2,8.556519275438491,1.84
3172,71.08,202.12,14.366689599999999,7.412022588203976,2,14.824045176407951,0.97
3173,74.49,204.12,15.204898799999999,11.562811195063059,1,11.562811195063059,1.31
3174,74.42,201.68,15.009025600000001,9.85818757244202,0,0.1,150.09
3175,69.43,195.1,13.545793000000002,5.577396738038523,2,11.154793476077046,1.21
3176,73.85,195.37,14.4280745,12.7770389256161,0,0.1,144.28
3177,75.06,209.77,15.745336200000002,6.370121591594573,0,0.1,157.45
3178,72.8,198.28,14.434784,9.194865259443967,1,9.194865259443967,1.57
3179,74.7,196.04,14.644188,1.1185726733926793,2,2.2371453467853586,6.55
3180,70.99,205.1,14.560049,5.213821834299361,0,0.1,145.6
3181,69.54,201.03,13.9796262,8.110357828583647,2,16.220715657167293,0.86
3182,71.22,207.52,14.779574400000001,2.3211392343160684,0,0.1,147.8
3183,71.14,196.91,14.008177400000001,2.699109580783211,0,0.1,140.08
3184,70.85,198.75,14.081437499999998,1.2541565292265053,0,0.1,140.81
3185,73.93,195.5,14.453315,0.561311362744932,1,0.561311362744932,25.75
3186,71.46,195.49,13.969715399999998,12.339907058941568,1,12.339907058941568,1.13
3187,73.47,212.77,15.6322119,12.543282058250488,2,25.086564116500977,0.62
3188,72.91,196.02,14.2918182,9.048696573469527,2,18.097393146939055,0.79
3189,73.29,206.72,15.1505088,3.688794090216126,0,0.1,151.51
3190,75.52,198.3,14.975616,7.824380037088602,2,15.648760074177204,0.96
3191,69.52,207.83,14.4483416,10.133899124714084,0,0.1,144.48
3192,69.76,207.52,14.476595200000002,12.698183755514075,1,12.698183755514075,1.14
3193,75.82,205.02,15.544616399999999,12.207820621210162,2,24.415641242420325,0.64
3194,73.65,209.13,15.4024245,1.7108739073630181,0,0.1,154.02
3195,75.45,194.98,14.711241,4.353123767555224,1,4.353123767555224,3.38
3196,76.16,211.57,16.1131712,6.246121165987315,0,0.1,161.13
3197,70.95,202.54,14.370213,12.731458988194522,0,0.1,143.7
3198,72.71,213.78,15.5439438,3.8203351373249763,2,7.640670274649953,2.03
3199,71.4,202.71,14.473494000000002,11.303741851377545,0,0.1,144.73
3200,69.8,207.01,14.449297999999999,5.668600498266549,1,5.668600498266549,2.55
3201,73.57,197.18,14.506532599999998,11.843096170874064,1,11.843096170874064,1.22
3202,69.68,201.07,14.0105576,11.825296665207883,0,0.1,140.11
3203,72.83,211.89,15.4319487,4.421537086245626,2,8.843074172491251,1.75
3204,74.5,201.49,15.011005,3.291279608042722,1,3.291279608042722,4.56
3205,69.45,214.64,14.906748,2.4314722825342057,0,0.1,149.07
3206,75.55,198.24,14.977032,5.621441617225813,0,0.1,149.77
3207,74.8,199.56,14.927088,0.12915629650932647,2,0.25831259301865295,57.79
3208,69.7,202.69,14.127493000000001,11.990774021133625,0,0.1,141.27
3209,72.78,204.55,14.887149,12.690259858374523,1,12.690259858374523,1.17
3210,71.42,197.74,14.122590800000001,2.8609189720062944,1,2.8609189720062944,4.94
3211,71.38,205.34,14.657169199999998,6.557922625717337,1,6.557922625717337,2.24
